dataset_type,dataset_shuffle,k_folds_splits,k_folds_stratified,knn_k_neighbours,knn_voting_type,knn_metric,f_score
iris,True,10,True,11,distance,manhattan,0.9466666666666667
iris,True,10,True,11,distance,chebyshev,0.9535711116848428
iris,True,10,True,11,custom,euclidean,0.9599839935974389
iris,True,10,True,11,custom,manhattan,0.9466666666666667
iris,True,10,True,11,custom,chebyshev,0.9402633596693003
iris,True,10,True,12,uniform,euclidean,0.9599839935974389
iris,True,10,True,12,uniform,manhattan,0.9533286661999533
iris,True,10,True,12,uniform,chebyshev,0.9469201822142997
iris,True,10,True,12,distance,euclidean,0.9666633329999667
iris,True,10,True,12,distance,manhattan,0.9466666666666667
iris,True,10,True,12,distance,chebyshev,0.9601901366607248
iris,True,10,True,12,custom,euclidean,0.9466453247965854
iris,True,10,True,12,custom,manhattan,0.9532912954992826
iris,True,10,True,12,custom,chebyshev,0.9469201822142997
iris,True,10,True,13,uniform,euclidean,0.9666633329999667
iris,True,10,True,13,uniform,manhattan,0.9533286661999533
iris,True,10,True,13,uniform,chebyshev,0.9468640197353069
iris,True,10,True,13,distance,euclidean,0.9733333333333333
iris,True,10,True,13,distance,manhattan,0.96
iris,True,10,True,13,distance,chebyshev,0.9535711116848428
iris,True,10,True,13,custom,euclidean,0.9666633329999667
iris,True,10,True,13,custom,manhattan,0.9533286661999533
iris,True,10,True,13,custom,chebyshev,0.9336502277678749
iris,True,10,True,14,uniform,euclidean,0.9599839935974389
iris,True,10,True,14,uniform,manhattan,0.9533286661999533
iris,True,10,True,14,uniform,chebyshev,0.9535306864019736
iris,True,10,True,14,distance,euclidean,0.9666633329999667
iris,True,10,True,14,distance,manhattan,0.9533286661999534
iris,True,10,True,14,distance,chebyshev,0.9535711116848428
iris,True,10,True,14,custom,euclidean,0.9733226623982927
iris,True,10,True,14,custom,manhattan,0.96
iris,True,10,True,14,custom,chebyshev,0.9269162210338683
iris,True,10,True,15,uniform,euclidean,0.9666633329999667
iris,True,10,True,15,uniform,manhattan,0.96
iris,True,10,True,15,uniform,chebyshev,0.9402633596693003
iris,True,10,True,15,distance,euclidean,0.9666633329999667
iris,True,10,True,15,distance,manhattan,0.9533286661999534
iris,True,10,True,15,distance,chebyshev,0.9535711116848428
iris,True,10,True,15,custom,euclidean,0.9666633329999667
iris,True,10,True,15,custom,manhattan,0.96
iris,True,10,True,15,custom,chebyshev,0.9402958986870221
glass,False,2,False,1,uniform,euclidean,0.08378870673952643
glass,False,2,False,1,uniform,manhattan,0.07821229050279331
glass,False,2,False,1,uniform,chebyshev,0.07427536231884059
glass,False,2,False,1,distance,euclidean,0.08378870673952643
glass,False,2,False,1,distance,manhattan,0.07821229050279331
glass,False,2,False,1,distance,chebyshev,0.07427536231884059
glass,False,2,False,1,custom,euclidean,0.08378870673952643
glass,False,2,False,1,custom,manhattan,0.07821229050279331
glass,False,2,False,1,custom,chebyshev,0.07427536231884059
glass,False,2,False,2,uniform,euclidean,0.08014571948998178
glass,False,2,False,2,uniform,manhattan,0.08695652173913043
glass,False,2,False,2,uniform,chebyshev,0.07504363001745201
glass,False,2,False,2,distance,euclidean,0.08378870673952643
glass,False,2,False,2,distance,manhattan,0.07821229050279331
glass,False,2,False,2,distance,chebyshev,0.07387387387387388
glass,False,2,False,2,custom,euclidean,0.07978723404255318
glass,False,2,False,2,custom,manhattan,0.08596491228070176
glass,False,2,False,2,custom,chebyshev,0.07462686567164178
glass,False,2,False,3,uniform,euclidean,0.07918968692449355
glass,False,2,False,3,uniform,manhattan,0.07885304659498209
glass,False,2,False,3,uniform,chebyshev,0.07426597582037997
glass,False,2,False,3,distance,euclidean,0.07918968692449355
glass,False,2,False,3,distance,manhattan,0.07927927927927929
glass,False,2,False,3,distance,chebyshev,0.07624113475177305
glass,False,2,False,3,custom,euclidean,0.07918968692449355
glass,False,2,False,3,custom,manhattan,0.07927927927927929
glass,False,2,False,3,custom,chebyshev,0.07465277777777778
glass,False,2,False,4,uniform,euclidean,0.07760141093474428
glass,False,2,False,4,uniform,manhattan,0.07231040564373899
glass,False,2,False,4,uniform,chebyshev,0.07388316151202749
glass,False,2,False,4,distance,euclidean,0.08378870673952643
glass,False,2,False,4,distance,manhattan,0.08196721311475409
glass,False,2,False,4,distance,chebyshev,0.07407407407407408
glass,False,2,False,4,custom,euclidean,0.07543859649122807
glass,False,2,False,4,custom,manhattan,0.07092198581560284
glass,False,2,False,4,custom,chebyshev,0.07537688442211055
glass,False,2,False,5,uniform,euclidean,0.07666666666666667
glass,False,2,False,5,uniform,manhattan,0.07760141093474428
glass,False,2,False,5,uniform,chebyshev,0.07388316151202749
glass,False,2,False,5,distance,euclidean,0.07291666666666667
glass,False,2,False,5,distance,manhattan,0.07843137254901962
glass,False,2,False,5,distance,chebyshev,0.07347670250896057
glass,False,2,False,5,custom,euclidean,0.07666666666666667
glass,False,2,False,5,custom,manhattan,0.07760141093474428
glass,False,2,False,5,custom,chebyshev,0.07426597582037997
glass,False,2,False,6,uniform,euclidean,0.07407407407407408
glass,False,2,False,6,uniform,manhattan,0.0763888888888889
glass,False,2,False,6,uniform,chebyshev,0.06770833333333333
glass,False,2,False,6,distance,euclidean,0.07986111111111112
glass,False,2,False,6,distance,manhattan,0.07927927927927929
glass,False,2,False,6,distance,chebyshev,0.07526881720430108
glass,False,2,False,6,custom,euclidean,0.07035175879396986
glass,False,2,False,6,custom,manhattan,0.07560137457044674
glass,False,2,False,6,custom,chebyshev,0.06837606837606837
glass,False,2,False,7,uniform,euclidean,0.07296849087893864
glass,False,2,False,7,uniform,manhattan,0.07465277777777778
glass,False,2,False,7,uniform,chebyshev,0.07216494845360825
glass,False,2,False,7,distance,euclidean,0.0735042735042735
glass,False,2,False,7,distance,manhattan,0.07543859649122807
glass,False,2,False,7,distance,chebyshev,0.0726950354609929
glass,False,2,False,7,custom,euclidean,0.07035175879396986
glass,False,2,False,7,custom,manhattan,0.07465277777777778
glass,False,2,False,7,custom,chebyshev,0.07081174438687392
glass,False,2,False,8,uniform,euclidean,0.0735042735042735
glass,False,2,False,8,uniform,manhattan,0.07575757575757576
glass,False,2,False,8,uniform,chebyshev,0.075
glass,False,2,False,8,distance,euclidean,0.0748299319727891
glass,False,2,False,8,distance,manhattan,0.07583774250440917
glass,False,2,False,8,distance,chebyshev,0.07426597582037997
glass,False,2,False,8,custom,euclidean,0.07202680067001675
glass,False,2,False,8,custom,manhattan,0.07537688442211055
glass,False,2,False,8,custom,chebyshev,0.07666666666666667
glass,False,2,False,9,uniform,euclidean,0.07370184254606366
glass,False,2,False,9,uniform,manhattan,0.07653061224489796
glass,False,2,False,9,uniform,chebyshev,0.075
glass,False,2,False,9,distance,euclidean,0.07426597582037997
glass,False,2,False,9,distance,manhattan,0.0763888888888889
glass,False,2,False,9,distance,chebyshev,0.07521367521367521
glass,False,2,False,9,custom,euclidean,0.07131011608623548
glass,False,2,False,9,custom,manhattan,0.07653061224489796
glass,False,2,False,9,custom,chebyshev,0.075
glass,False,2,False,10,uniform,euclidean,0.07026143790849673
glass,False,2,False,10,uniform,manhattan,0.07653061224489796
glass,False,2,False,10,uniform,chebyshev,0.07462686567164178
glass,False,2,False,10,distance,euclidean,0.07426597582037997
glass,False,2,False,10,distance,manhattan,0.07812499999999999
glass,False,2,False,10,distance,chebyshev,0.0727580372250423
glass,False,2,False,10,custom,euclidean,0.06896551724137932
glass,False,2,False,10,custom,manhattan,0.07329842931937174
glass,False,2,False,10,custom,chebyshev,0.07142857142857144
glass,False,2,False,11,uniform,euclidean,0.0718954248366013
glass,False,2,False,11,uniform,manhattan,0.07462686567164178
glass,False,2,False,11,uniform,chebyshev,0.07425742574257425
glass,False,2,False,11,distance,euclidean,0.07142857142857144
glass,False,2,False,11,distance,manhattan,0.07692307692307691
glass,False,2,False,11,distance,chebyshev,0.07216494845360825
glass,False,2,False,11,custom,euclidean,0.0718954248366013
glass,False,2,False,11,custom,manhattan,0.07425742574257425
glass,False,2,False,11,custom,chebyshev,0.07035175879396986
glass,False,2,False,12,uniform,euclidean,0.06825396825396825
glass,False,2,False,12,uniform,manhattan,0.07425742574257425
glass,False,2,False,12,uniform,chebyshev,0.07085346215780998
glass,False,2,False,12,distance,euclidean,0.0735042735042735
glass,False,2,False,12,distance,manhattan,0.07783417935702201
glass,False,2,False,12,distance,chebyshev,0.0748299319727891
glass,False,2,False,12,custom,euclidean,0.06507936507936508
glass,False,2,False,12,custom,manhattan,0.07131011608623548
glass,False,2,False,12,custom,chebyshev,0.06991869918699185
glass,False,2,False,13,uniform,euclidean,0.06853582554517133
glass,False,2,False,13,uniform,manhattan,0.07317073170731707
glass,False,2,False,13,uniform,chebyshev,0.06991869918699185
glass,False,2,False,13,distance,euclidean,0.07154471544715447
glass,False,2,False,13,distance,manhattan,0.07537688442211055
glass,False,2,False,13,distance,chebyshev,0.07370184254606366
glass,False,2,False,13,custom,euclidean,0.06761006289308176
glass,False,2,False,13,custom,manhattan,0.0718954248366013
glass,False,2,False,13,custom,chebyshev,0.06896551724137932
glass,False,2,False,14,uniform,euclidean,0.07085346215780998
glass,False,2,False,14,uniform,manhattan,0.07260726072607261
glass,False,2,False,14,uniform,chebyshev,0.07166666666666667
glass,False,2,False,14,distance,euclidean,0.07095709570957096
glass,False,2,False,14,distance,manhattan,0.07575757575757576
glass,False,2,False,14,distance,chebyshev,0.07333333333333335
glass,False,2,False,14,custom,euclidean,0.06885758998435054
glass,False,2,False,14,custom,manhattan,0.07154471544715447
glass,False,2,False,14,custom,chebyshev,0.07095709570957096
glass,False,2,False,15,uniform,euclidean,0.06697819314641745
glass,False,2,False,15,uniform,manhattan,0.07317073170731707
glass,False,2,False,15,uniform,chebyshev,0.07177033492822965
glass,False,2,False,15,distance,euclidean,0.0722495894909688
glass,False,2,False,15,distance,manhattan,0.07614213197969542
glass,False,2,False,15,distance,chebyshev,0.0722495894909688
glass,False,2,False,15,custom,euclidean,0.06729264475743348
glass,False,2,False,15,custom,manhattan,0.07317073170731707
glass,False,2,False,15,custom,chebyshev,0.07051282051282051
glass,False,2,True,1,uniform,euclidean,0.5471633308623671
glass,False,2,True,1,uniform,manhattan,0.5581283544592898
glass,False,2,True,1,uniform,chebyshev,0.44677874196402284
glass,False,2,True,1,distance,euclidean,0.5471633308623671
glass,False,2,True,1,distance,manhattan,0.5581283544592898
glass,False,2,True,1,distance,chebyshev,0.44677874196402284
glass,False,2,True,1,custom,euclidean,0.5471633308623671
glass,False,2,True,1,custom,manhattan,0.5581283544592898
glass,False,2,True,1,custom,chebyshev,0.44677874196402284
glass,False,2,True,2,uniform,euclidean,0.5591798141586406
glass,False,2,True,2,uniform,manhattan,0.46921557033074773
glass,False,2,True,2,uniform,chebyshev,0.4943388152932891
glass,False,2,True,2,distance,euclidean,0.5471633308623671
glass,False,2,True,2,distance,manhattan,0.5581283544592898
glass,False,2,True,2,distance,chebyshev,0.44493202228608725
glass,False,2,True,2,custom,euclidean,0.5625672439035797
glass,False,2,True,2,custom,manhattan,0.488733201133517
glass,False,2,True,2,custom,chebyshev,0.4577983629775622
glass,False,2,True,3,uniform,euclidean,0.5149972106493846
glass,False,2,True,3,uniform,manhattan,0.49320908471215213
glass,False,2,True,3,uniform,chebyshev,0.470751771655386
glass,False,2,True,3,distance,euclidean,0.5504550052520795
glass,False,2,True,3,distance,manhattan,0.5105189255189255
glass,False,2,True,3,distance,chebyshev,0.46314681487095277
glass,False,2,True,3,custom,euclidean,0.5086319010582685
glass,False,2,True,3,custom,manhattan,0.5445408243362208
glass,False,2,True,3,custom,chebyshev,0.4360700467339269
glass,False,2,True,4,uniform,euclidean,0.5128641114599989
glass,False,2,True,4,uniform,manhattan,0.4962030587351374
glass,False,2,True,4,uniform,chebyshev,0.4590154121822276
glass,False,2,True,4,distance,euclidean,0.5046920519678767
glass,False,2,True,4,distance,manhattan,0.5112003115599969
glass,False,2,True,4,distance,chebyshev,0.44635353186073834
glass,False,2,True,4,custom,euclidean,0.48818885314979815
glass,False,2,True,4,custom,manhattan,0.48388134828857
glass,False,2,True,4,custom,chebyshev,0.4654377851769638
glass,False,2,True,5,uniform,euclidean,0.4945901592960417
glass,False,2,True,5,uniform,manhattan,0.5193500877033811
glass,False,2,True,5,uniform,chebyshev,0.46820442129989565
glass,False,2,True,5,distance,euclidean,0.5235893836778139
glass,False,2,True,5,distance,manhattan,0.5292004210078435
glass,False,2,True,5,distance,chebyshev,0.48100134964478897
glass,False,2,True,5,custom,euclidean,0.5056171070207413
glass,False,2,True,5,custom,manhattan,0.5219858242196291
glass,False,2,True,5,custom,chebyshev,0.45227336042199145
glass,False,2,True,6,uniform,euclidean,0.49802043422733083
glass,False,2,True,6,uniform,manhattan,0.5238326188025293
glass,False,2,True,6,uniform,chebyshev,0.44961743352547945
glass,False,2,True,6,distance,euclidean,0.5136062171694378
glass,False,2,True,6,distance,manhattan,0.5323604489743731
glass,False,2,True,6,distance,chebyshev,0.4515015183263673
glass,False,2,True,6,custom,euclidean,0.4583297277181256
glass,False,2,True,6,custom,manhattan,0.5465914786967419
glass,False,2,True,6,custom,chebyshev,0.4780388373854798
glass,False,2,True,7,uniform,euclidean,0.4875128334880657
glass,False,2,True,7,uniform,manhattan,0.5408040572107744
glass,False,2,True,7,uniform,chebyshev,0.44747567177517955
glass,False,2,True,7,distance,euclidean,0.5178468049983255
glass,False,2,True,7,distance,manhattan,0.5305224680272055
glass,False,2,True,7,distance,chebyshev,0.4389717945290379
glass,False,2,True,7,custom,euclidean,0.44026592857002217
glass,False,2,True,7,custom,manhattan,0.5409833152480211
glass,False,2,True,7,custom,chebyshev,0.42694142362945015
glass,False,2,True,8,uniform,euclidean,0.4580011804543364
glass,False,2,True,8,uniform,manhattan,0.5108207965589767
glass,False,2,True,8,uniform,chebyshev,0.3759700502995757
glass,False,2,True,8,distance,euclidean,0.4465758541396738
glass,False,2,True,8,distance,manhattan,0.5365968274344397
glass,False,2,True,8,distance,chebyshev,0.42455753900384546
glass,False,2,True,8,custom,euclidean,0.4348852630408266
glass,False,2,True,8,custom,manhattan,0.46827706324697377
glass,False,2,True,8,custom,chebyshev,0.3749414582996589
glass,False,2,True,9,uniform,euclidean,0.48317827441330724
glass,False,2,True,9,uniform,manhattan,0.4934074639956993
glass,False,2,True,9,uniform,chebyshev,0.40006325936853315
glass,False,2,True,9,distance,euclidean,0.49452380699473514
glass,False,2,True,9,distance,manhattan,0.49689203570115276
glass,False,2,True,9,distance,chebyshev,0.43383590676186573
glass,False,2,True,9,custom,euclidean,0.4504581549997509
glass,False,2,True,9,custom,manhattan,0.4924585419551862
glass,False,2,True,9,custom,chebyshev,0.3966834181387888
glass,False,2,True,10,uniform,euclidean,0.4849523197607095
glass,False,2,True,10,uniform,manhattan,0.48614347108706496
glass,False,2,True,10,uniform,chebyshev,0.3864918066313879
glass,False,2,True,10,distance,euclidean,0.4840964084385137
glass,False,2,True,10,distance,manhattan,0.4867980525543551
glass,False,2,True,10,distance,chebyshev,0.4202394908667815
glass,False,2,True,10,custom,euclidean,0.3719349015311946
glass,False,2,True,10,custom,manhattan,0.48382673384935826
glass,False,2,True,10,custom,chebyshev,0.38490787771502705
glass,False,2,True,11,uniform,euclidean,0.4768982167340958
glass,False,2,True,11,uniform,manhattan,0.48618367814962243
glass,False,2,True,11,uniform,chebyshev,0.37633115507150877
glass,False,2,True,11,distance,euclidean,0.47454791672271784
glass,False,2,True,11,distance,manhattan,0.5014757995527227
glass,False,2,True,11,distance,chebyshev,0.3863444574060096
glass,False,2,True,11,custom,euclidean,0.4233524241959384
glass,False,2,True,11,custom,manhattan,0.4287766841794005
glass,False,2,True,11,custom,chebyshev,0.3631229881229881
glass,False,2,True,12,uniform,euclidean,0.48080030723465644
glass,False,2,True,12,uniform,manhattan,0.4687685967900012
glass,False,2,True,12,uniform,chebyshev,0.38992898004002624
glass,False,2,True,12,distance,euclidean,0.4701600018368684
glass,False,2,True,12,distance,manhattan,0.5014757995527227
glass,False,2,True,12,distance,chebyshev,0.3763046692047045
glass,False,2,True,12,custom,euclidean,0.4360955315432511
glass,False,2,True,12,custom,manhattan,0.4327394994327054
glass,False,2,True,12,custom,chebyshev,0.36603143649620407
glass,False,2,True,13,uniform,euclidean,0.45611284529823853
glass,False,2,True,13,uniform,manhattan,0.4957698201917855
glass,False,2,True,13,uniform,chebyshev,0.3314048037344591
glass,False,2,True,13,distance,euclidean,0.4695326773756953
glass,False,2,True,13,distance,manhattan,0.4763282114437151
glass,False,2,True,13,distance,chebyshev,0.3770279036443205
glass,False,2,True,13,custom,euclidean,0.4142441339044795
glass,False,2,True,13,custom,manhattan,0.44291312716303
glass,False,2,True,13,custom,chebyshev,0.3321943245487829
glass,False,2,True,14,uniform,euclidean,0.4371040234275529
glass,False,2,True,14,uniform,manhattan,0.4244465392862047
glass,False,2,True,14,uniform,chebyshev,0.3470190216368305
glass,False,2,True,14,distance,euclidean,0.48690192304001184
glass,False,2,True,14,distance,manhattan,0.48232362026414144
glass,False,2,True,14,distance,chebyshev,0.38455406198558323
glass,False,2,True,14,custom,euclidean,0.38802246802335394
glass,False,2,True,14,custom,manhattan,0.39654701803164066
glass,False,2,True,14,custom,chebyshev,0.3553885777545313
glass,False,2,True,15,uniform,euclidean,0.39363663395777576
glass,False,2,True,15,uniform,manhattan,0.4282378335876431
glass,False,2,True,15,uniform,chebyshev,0.35855739663612735
glass,False,2,True,15,distance,euclidean,0.48792651436086354
glass,False,2,True,15,distance,manhattan,0.46639736399885345
glass,False,2,True,15,distance,chebyshev,0.35833324959434437
glass,False,2,True,15,custom,euclidean,0.38802982298513583
glass,False,2,True,15,custom,manhattan,0.40035264127363485
glass,False,2,True,15,custom,chebyshev,0.35033376297002555
glass,False,5,False,1,uniform,euclidean,0.2195261767309438
glass,False,5,False,1,uniform,manhattan,0.21544225879834067
glass,False,5,False,1,uniform,chebyshev,0.19261566695643775
glass,False,5,False,1,distance,euclidean,0.2195261767309438
glass,False,5,False,1,distance,manhattan,0.21544225879834067
glass,False,5,False,1,distance,chebyshev,0.19261566695643775
glass,False,5,False,1,custom,euclidean,0.2195261767309438
glass,False,5,False,1,custom,manhattan,0.21544225879834067
glass,False,5,False,1,custom,chebyshev,0.19261566695643775
glass,False,5,False,2,uniform,euclidean,0.21607615018508727
glass,False,5,False,2,uniform,manhattan,0.21057703471496572
glass,False,5,False,2,uniform,chebyshev,0.19115456238361264
glass,False,5,False,2,distance,euclidean,0.2195261767309438
glass,False,5,False,2,distance,manhattan,0.21544225879834067
glass,False,5,False,2,distance,chebyshev,0.19305391737397568
glass,False,5,False,2,custom,euclidean,0.15191496799283385
glass,False,5,False,2,custom,manhattan,0.1532092040210297
glass,False,5,False,2,custom,chebyshev,0.14844428969551768
glass,False,5,False,3,uniform,euclidean,0.1808498008475412
glass,False,5,False,3,uniform,manhattan,0.20331541218637994
glass,False,5,False,3,uniform,chebyshev,0.1701096772992198
glass,False,5,False,3,distance,euclidean,0.2065773610525011
glass,False,5,False,3,distance,manhattan,0.2179177417001208
glass,False,5,False,3,distance,chebyshev,0.18990395213352226
glass,False,5,False,3,custom,euclidean,0.14674123170394918
glass,False,5,False,3,custom,manhattan,0.19271609616437202
glass,False,5,False,3,custom,chebyshev,0.14719416386083053
glass,False,5,False,4,uniform,euclidean,0.1271573349387919
glass,False,5,False,4,uniform,manhattan,0.16610436347278457
glass,False,5,False,4,uniform,chebyshev,0.13538477058558238
glass,False,5,False,4,distance,euclidean,0.1608195175610906
glass,False,5,False,4,distance,manhattan,0.18364372522770822
glass,False,5,False,4,distance,chebyshev,0.14510701818378913
glass,False,5,False,4,custom,euclidean,0.12484535948223098
glass,False,5,False,4,custom,manhattan,0.13811270860382843
glass,False,5,False,4,custom,chebyshev,0.1295108828564441
glass,False,5,False,5,uniform,euclidean,0.1417131892641486
glass,False,5,False,5,uniform,manhattan,0.1641275684286437
glass,False,5,False,5,uniform,chebyshev,0.15621789406955647
glass,False,5,False,5,distance,euclidean,0.16289608412896084
glass,False,5,False,5,distance,manhattan,0.1934724205944365
glass,False,5,False,5,distance,chebyshev,0.15854624678154092
glass,False,5,False,5,custom,euclidean,0.12723063973063972
glass,False,5,False,5,custom,manhattan,0.13980676802889205
glass,False,5,False,5,custom,chebyshev,0.14036114922639745
glass,False,5,False,6,uniform,euclidean,0.1318276493161118
glass,False,5,False,6,uniform,manhattan,0.13179565915276711
glass,False,5,False,6,uniform,chebyshev,0.11439624205581651
glass,False,5,False,6,distance,euclidean,0.16467321894608253
glass,False,5,False,6,distance,manhattan,0.18833276586085576
glass,False,5,False,6,distance,chebyshev,0.1550925925925926
glass,False,5,False,6,custom,euclidean,0.12334437824633902
glass,False,5,False,6,custom,manhattan,0.13323818403499962
glass,False,5,False,6,custom,chebyshev,0.10707575971067589
glass,False,5,False,7,uniform,euclidean,0.1266089466089466
glass,False,5,False,7,uniform,manhattan,0.13511017346460383
glass,False,5,False,7,uniform,chebyshev,0.1056447858472998
glass,False,5,False,7,distance,euclidean,0.1593521373722716
glass,False,5,False,7,distance,manhattan,0.17139530327734173
glass,False,5,False,7,distance,chebyshev,0.1366433099766433
glass,False,5,False,7,custom,euclidean,0.12505474474154563
glass,False,5,False,7,custom,manhattan,0.13756108392192268
glass,False,5,False,7,custom,chebyshev,0.09748068924539514
glass,False,5,False,8,uniform,euclidean,0.11871345029239766
glass,False,5,False,8,uniform,manhattan,0.11932778792182323
glass,False,5,False,8,uniform,chebyshev,0.09792264820131735
glass,False,5,False,8,distance,euclidean,0.15592392768090632
glass,False,5,False,8,distance,manhattan,0.1716909216909217
glass,False,5,False,8,distance,chebyshev,0.13366446310523497
glass,False,5,False,8,custom,euclidean,0.10997091332169866
glass,False,5,False,8,custom,manhattan,0.11569301260022909
glass,False,5,False,8,custom,chebyshev,0.09596358187786662
glass,False,5,False,9,uniform,euclidean,0.12456767999445938
glass,False,5,False,9,uniform,manhattan,0.13596841940790985
glass,False,5,False,9,uniform,chebyshev,0.1018297262238001
glass,False,5,False,9,distance,euclidean,0.156554841114528
glass,False,5,False,9,distance,manhattan,0.17124651533253685
glass,False,5,False,9,distance,chebyshev,0.13412893742842982
glass,False,5,False,9,custom,euclidean,0.12305346029904818
glass,False,5,False,9,custom,manhattan,0.1327723235156615
glass,False,5,False,9,custom,chebyshev,0.09946681375252804
glass,False,5,False,10,uniform,euclidean,0.11059815335206742
glass,False,5,False,10,uniform,manhattan,0.11836553408838552
glass,False,5,False,10,uniform,chebyshev,0.09606536569887354
glass,False,5,False,10,distance,euclidean,0.15717136355680028
glass,False,5,False,10,distance,manhattan,0.1683784004475439
glass,False,5,False,10,distance,chebyshev,0.13979747150001554
glass,False,5,False,10,custom,euclidean,0.10806774026907441
glass,False,5,False,10,custom,manhattan,0.11765178653439883
glass,False,5,False,10,custom,chebyshev,0.09567312062539768
glass,False,5,False,11,uniform,euclidean,0.10959434923165494
glass,False,5,False,11,uniform,manhattan,0.11207943976848478
glass,False,5,False,11,uniform,chebyshev,0.09801663901023853
glass,False,5,False,11,distance,euclidean,0.1531202837569983
glass,False,5,False,11,distance,manhattan,0.16745874434437216
glass,False,5,False,11,distance,chebyshev,0.13595571095571093
glass,False,5,False,11,custom,euclidean,0.10227889310906131
glass,False,5,False,11,custom,manhattan,0.11195971558665858
glass,False,5,False,11,custom,chebyshev,0.09378764412321461
glass,False,5,False,12,uniform,euclidean,0.10965128914353452
glass,False,5,False,12,uniform,manhattan,0.11450144348212303
glass,False,5,False,12,uniform,chebyshev,0.08948478119462576
glass,False,5,False,12,distance,euclidean,0.13975954659184472
glass,False,5,False,12,distance,manhattan,0.1787122835884446
glass,False,5,False,12,distance,chebyshev,0.1335305811822446
glass,False,5,False,12,custom,euclidean,0.10959616065109697
glass,False,5,False,12,custom,manhattan,0.11248537522981783
glass,False,5,False,12,custom,chebyshev,0.08538373424971364
glass,False,5,False,13,uniform,euclidean,0.11174772520223474
glass,False,5,False,13,uniform,manhattan,0.11108196147876083
glass,False,5,False,13,uniform,chebyshev,0.08490492038412839
glass,False,5,False,13,distance,euclidean,0.15990591301150306
glass,False,5,False,13,distance,manhattan,0.16726385500174276
glass,False,5,False,13,distance,chebyshev,0.13026678719606888
glass,False,5,False,13,custom,euclidean,0.10755420613181084
glass,False,5,False,13,custom,manhattan,0.11140446409909462
glass,False,5,False,13,custom,chebyshev,0.08539084168223242
glass,False,5,False,14,uniform,euclidean,0.10580965238675404
glass,False,5,False,14,uniform,manhattan,0.11523373651520104
glass,False,5,False,14,uniform,chebyshev,0.08855664815929716
glass,False,5,False,14,distance,euclidean,0.14306139122315592
glass,False,5,False,14,distance,manhattan,0.17173971861471862
glass,False,5,False,14,distance,chebyshev,0.13482430723810032
glass,False,5,False,14,custom,euclidean,0.10581487341772151
glass,False,5,False,14,custom,manhattan,0.10928275618997269
glass,False,5,False,14,custom,chebyshev,0.0902145864457422
glass,False,5,False,15,uniform,euclidean,0.10580965238675404
glass,False,5,False,15,uniform,manhattan,0.10903183885640026
glass,False,5,False,15,uniform,chebyshev,0.0960482013113592
glass,False,5,False,15,distance,euclidean,0.14044069586747523
glass,False,5,False,15,distance,manhattan,0.16385549861915935
glass,False,5,False,15,distance,chebyshev,0.13510621173937756
glass,False,5,False,15,custom,euclidean,0.10400512514635385
glass,False,5,False,15,custom,manhattan,0.10256410256410257
glass,False,5,False,15,custom,chebyshev,0.08629923395024065
glass,False,5,True,1,uniform,euclidean,0.5992700642640014
glass,False,5,True,1,uniform,manhattan,0.6298485638861225
glass,False,5,True,1,uniform,chebyshev,0.5731552904638909
glass,False,5,True,1,distance,euclidean,0.5992700642640014
glass,False,5,True,1,distance,manhattan,0.6298485638861225
glass,False,5,True,1,distance,chebyshev,0.5731552904638909
glass,False,5,True,1,custom,euclidean,0.5992700642640014
glass,False,5,True,1,custom,manhattan,0.6298485638861225
glass,False,5,True,1,custom,chebyshev,0.5731552904638909
glass,False,5,True,2,uniform,euclidean,0.6123226082017291
glass,False,5,True,2,uniform,manhattan,0.5771754555716819
glass,False,5,True,2,uniform,chebyshev,0.5235066073591296
glass,False,5,True,2,distance,euclidean,0.5992700642640014
glass,False,5,True,2,distance,manhattan,0.6298485638861225
glass,False,5,True,2,distance,chebyshev,0.5731552904638909
glass,False,5,True,2,custom,euclidean,0.6271842342783197
glass,False,5,True,2,custom,manhattan,0.610557884928954
glass,False,5,True,2,custom,chebyshev,0.5201888647500618
glass,False,5,True,3,uniform,euclidean,0.5669799265954147
glass,False,5,True,3,uniform,manhattan,0.5973860281316521
glass,False,5,True,3,uniform,chebyshev,0.5460686673663497
glass,False,5,True,3,distance,euclidean,0.5824896444633286
glass,False,5,True,3,distance,manhattan,0.6547791970966844
glass,False,5,True,3,distance,chebyshev,0.5582357552363381
glass,False,5,True,3,custom,euclidean,0.5563501730965406
glass,False,5,True,3,custom,manhattan,0.6189872448304089
glass,False,5,True,3,custom,chebyshev,0.5261469884757556
glass,False,5,True,4,uniform,euclidean,0.5157551736865514
glass,False,5,True,4,uniform,manhattan,0.5467281630000929
glass,False,5,True,4,uniform,chebyshev,0.49456951487245243
glass,False,5,True,4,distance,euclidean,0.5554194042352695
glass,False,5,True,4,distance,manhattan,0.5757026485271148
glass,False,5,True,4,distance,chebyshev,0.552265775160512
glass,False,5,True,4,custom,euclidean,0.5297967141502823
glass,False,5,True,4,custom,manhattan,0.5405483405483406
glass,False,5,True,4,custom,chebyshev,0.4818061580565574
glass,False,5,True,5,uniform,euclidean,0.534432600200574
glass,False,5,True,5,uniform,manhattan,0.550769730594292
glass,False,5,True,5,uniform,chebyshev,0.4945148307318314
glass,False,5,True,5,distance,euclidean,0.5918036040327063
glass,False,5,True,5,distance,manhattan,0.5780068286260237
